image,image_path,confidence,calm,compressed,disorienting,energetic,excluding,exploratory,inviting,legible,open
frame_000034.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000034.jpg,0.07655747700354776,0.004658554929856836,0.0024575816910171852,0.00438389613508989,0.006222909396701289,0.004888560035681075,0.0024060562551909245,0.0059632953561304,0.004106063185366656,0.005853090519500256
frame_000035.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000035.jpg,0.06068535065074332,0.004592936571962854,0.0022986028651374,0.0036484385730767826,0.006111470163313789,0.005410423266277939,0.0021606338944962773,0.0055361531129121426,0.004161556801130791,0.005686736530692724
frame_000036.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000036.jpg,0.036304484438115736,0.0045493393819795525,0.0020810852470688587,0.002816255141757029,0.005295559494464761,0.004763657483857242,0.0019731508017983286,0.004695541831091031,0.0028519244347113277,0.0037218210724702656
frame_000037.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000037.jpg,0.025395011265246903,0.003659007895590048,0.0016323733195420572,0.0020039023570689097,0.004945745859514135,0.0038580862331793466,0.001602300552742963,0.0036447860719817987,0.0024594045597528752,0.0025882196392558398
frame_000038.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000038.jpg,0.060256971971140105,0.0050985725042478865,0.0029261405709647076,0.0034971735821007315,0.006183111687317798,0.006259674825911498,0.0026573111679666908,0.0061203015790481,0.003762327446178824,0.005960731278931052
frame_000039.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000039.jpg,0.030498708579870137,0.004102280873008567,0.0017036998705862061,0.0024964831479792338,0.006171900441959951,0.003205348042086553,0.001737085209727229,0.004613792894247126,0.0024027439024426715,0.0036904054889191676
frame_000040.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000040.jpg,0.05800089934714303,0.005201016538101886,0.0028853448398720497,0.004140690800714584,0.006332034244111492,0.006475119121574243,0.002382176345962216,0.006441941254472115,0.004106705513708584,0.005617308648200923
frame_000041.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000041.jpg,0.07469342277697388,0.0046223252186165156,0.0026819815347957953,0.003993059284670017,0.006837633830913364,0.00526483059955499,0.001811567476912023,0.00556809855574902,0.004120221233318807,0.00601844434408922
frame_000042.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000042.jpg,0.056873916195191776,0.004193778230363295,0.0025472525356874933,0.004121355031644088,0.005937427652703627,0.0046428779543361085,0.001988055087136308,0.005191397559560938,0.003660683828342735,0.004648420743891255
frame_000043.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000043.jpg,0.03408951340550137,0.0038481088539417223,0.0020919269166100093,0.002986855958454271,0.005448949316438118,0.00473901897814194,0.0020732340993461548,0.004156771413568094,0.00294418427293167,0.0030388795350745567
